Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2016-12-31,Marketable,Floating Rate Notes,335029.725,26.475,335056.2,5,2017,1,2016,4,12,31
2016-12-31,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2017,1,2016,4,12,31
2016-12-31,Total Marketable,_,13898806.1153834,22458.8871119,13921265.0024953,7,2017,1,2016,4,12,31
2016-12-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2017,1,2016,4,12,31
2016-12-31,Nonmarketable,State and Local Government Series,109778.92389539,0,109778.92389539,10,2017,1,2016,4,12,31
2016-11-30,Marketable,Bonds,1836816.3174,185.202,1837001.5194,3,2017,1,2016,4,11,30
2016-11-30,Marketable,Treasury Inflation-Protected Securities,1231233.54495614,157.4458272,1231390.99078334,4,2017,1,2016,4,11,30
2016-11-30,Marketable,Floating Rate Notes,322038.2831,17.885,322056.1681,5,2017,1,2016,4,11,30
2016-11-30,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2017,1,2016,4,11,30
2016-11-30,Total Marketable,_,13898963.8951561,22505.8588272,13921469.7539833,7,2017,1,2016,4,11,30
2016-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2017,1,2016,4,11,30
2016-11-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2017,1,2016,4,11,30
2016-11-30,Nonmarketable,State and Local Government Series,114568.24598033,0,114568.24598033,10,2017,1,2016,4,11,30
2016-11-30,Nonmarketable,United States Savings Securities,166411.89993928,0,166411.89993928,11,2017,1,2016,4,11,30
2016-11-30,Nonmarketable,Government Account Series,231723.4523507,5481858.69056036,5713582.14291106,12,2017,1,2016,4,11,30
2016-11-30,Nonmarketable,Other,1773.13427662,0,1773.13427662,13,2017,1,2016,4,11,30
2016-11-30,Total Nonmarketable,_,544736.25454693,5481858.69056036,6026594.94510729,14,2017,1,2016,4,11,30
2016-11-30,Total Public Debt Outstanding,_,14443700.1497031,5504364.54938756,19948064.6990906,15,2017,1,2016,4,11,30
2016-11-30,Marketable,Bills,1870616.6948,2337.8,1872954.4948,1,2017,1,2016,4,11,30
2016-11-30,Marketable,Notes,8638259.05489999,6783.624,8645042.67889999,2,2017,1,2016,4,11,30
2016-10-31,Marketable,Bills,1750596.7932,2352,1752948.7932,1,2017,1,2016,4,10,31
2016-10-31,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2017,1,2016,4,10,31
2016-10-31,Marketable,Floating Rate Notes,309038.2813,17.885,309056.1663,5,2017,1,2016,4,10,31
2016-10-31,Marketable,Bonds,1837331.0396,174.307,1837505.3466,3,2017,1,2016,4,10,31
2016-10-31,Marketable,Treasury Inflation-Protected Securities,1216139.94308094,152.841595,1216292.78467594,4,2017,1,2016,4,10,31
2016-10-31,Marketable,Notes,8634477.9728,6750.073,8641228.0458,2,2017,1,2016,4,10,31
2016-10-31,Total Marketable,_,13747584.0299809,22471.008595,13770055.0385759,7,2017,1,2016,4,10,31
2016-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2017,1,2016,4,10,31
2016-10-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2017,1,2016,4,10,31
2016-10-31,Nonmarketable,State and Local Government Series,113221.03455259,0,113221.03455259,10,2017,1,2016,4,10,31
2016-10-31,Nonmarketable,Government Account Series,226763.18459418,5496743.66765618,5723506.85225036,12,2017,1,2016,4,10,31
2016-10-31,Nonmarketable,United States Savings Securities,166892.4475201,0,166892.4475201,11,2017,1,2016,4,10,31
2016-10-31,Nonmarketable,Other,1780.32744818,0,1780.32744818,13,2017,1,2016,4,10,31
2016-10-31,Total Nonmarketable,_,538916.51611505,5496743.66765618,6035660.18377123,14,2017,1,2016,4,10,31
2016-10-31,Total Public Debt Outstanding,_,14286500.546096,5519214.67625118,19805715.2223472,15,2017,1,2016,4,10,31
2016-09-30,Marketable,Bills,1644758.9852,2205.061,1646964.0462,1,2016,4,2016,3,09,30
2016-09-30,Marketable,Notes,8624252.8908,6739.591,8630992.4818,2,2016,4,2016,3,09,30
2016-09-30,Marketable,Bonds,1825338.3327,168.713,1825507.0457,3,2016,4,2016,3,09,30
2016-09-30,Marketable,Treasury Inflation-Protected Securities,1209814.01922661,152.7965135,1209966.81574011,4,2016,4,2016,3,09,30
2016-09-30,Marketable,Floating Rate Notes,334139.0817,10.61,334149.6917,5,2016,4,2016,3,09,30
2016-09-30,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2016,4,2016,3,09,30
2016-09-30,Total Marketable,_,13638303.3096266,22300.6735135,13660603.9831401,7,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,Government Account Series,226349.29987459,5377720.79897261,5604069.0988472,12,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,Other,1776.69519107,0,1776.69519107,13,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,State and Local Government Series,109210.95902297,0,109210.95902297,10,2016,4,2016,3,09,30
2016-09-30,Nonmarketable,United States Savings Securities,167524.36818291,0,167524.36818291,11,2016,4,2016,3,09,30
2016-09-30,Total Nonmarketable,_,535119.84427154,5377720.79897261,5912840.64324415,14,2016,4,2016,3,09,30
2016-09-30,Total Public Debt Outstanding,_,14173424.1538981,5400021.47248611,19573444.6263843,15,2016,4,2016,3,09,30
2016-08-31,Total Public Debt Outstanding,_,14104114.0252737,5406182.80186655,19510295.8271402,15,2016,4,2016,3,08,31
2016-08-31,Marketable,Bills,1630684.7713,2264.046,1632948.8173,1,2016,4,2016,3,08,31
2016-08-31,Marketable,Notes,8612474.0835,6756.834,8619230.9175,2,2016,4,2016,3,08,31
2016-08-31,Marketable,Bonds,1813340.3544,166.849,1813507.2034,3,2016,4,2016,3,08,31
2016-08-31,Marketable,Treasury Inflation-Protected Securities,1199842.31443135,160.8789151,1200003.19334645,4,2016,4,2016,3,08,31
2016-08-31,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2016,4,2016,3,08,31
2016-08-31,Marketable,Floating Rate Notes,320337.408,19.805,320357.213,5,2016,4,2016,3,08,31
2016-08-31,Total Marketable,_,13576678.9316313,22392.3149151,13599071.2465464,7,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,United States Savings Securities,168016.8936672,0,168016.8936672,11,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,State and Local Government Series,102945.84509025,0,102945.84509025,10,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Government Account Series,224451.80762892,5383790.48695145,5608243.29458037,12,2016,4,2016,3,08,31
2016-08-31,Nonmarketable,Other,1760.02525597,0,1760.02525597,13,2016,4,2016,3,08,31
2016-08-31,Total Nonmarketable,_,527435.09364234,5383790.48695145,5911224.58059379,14,2016,4,2016,3,08,31
2016-07-31,Total Nonmarketable,_,526160.06193845,5407311.80585064,5933471.86778909,14,2016,4,2016,3,07,31
2016-07-31,Total Public Debt Outstanding,_,13998219.6131726,5429474.74095524,19427695.3541278,15,2016,4,2016,3,07,31
2016-07-31,Marketable,Bills,1547124.1982,2808.105,1549932.3032,1,2016,4,2016,3,07,31
2016-07-31,Marketable,Notes,8615474.40029999,5997.876,8621472.27629999,2,2016,4,2016,3,07,31
2016-07-31,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2016,4,2016,3,07,31
2016-07-31,Marketable,Bonds,1796813.6419,157.741,1796971.3829,3,2016,4,2016,3,07,31
2016-07-31,Marketable,Treasury Inflation-Protected Securities,1180357.48993416,155.5061046,1180512.99603876,4,2016,4,2016,3,07,31
2016-07-31,Marketable,Floating Rate Notes,332289.8209,19.805,332309.6259,5,2016,4,2016,3,07,31
2016-07-31,Total Marketable,_,13472059.5512342,22162.9351046,13494222.4863388,7,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,State and Local Government Series,101840.8271586,0,101840.8271586,10,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Government Account Series,223699.84916687,5407311.80585064,5631011.65501751,12,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,United States Savings Securities,168625.91228956,0,168625.91228956,11,2016,4,2016,3,07,31
2016-07-31,Nonmarketable,Other,1733.95132342,0,1733.95132342,13,2016,4,2016,3,07,31
2016-06-30,Total Public Debt Outstanding,_,13932742.7142236,5448848.42725179,19381591.1404754,15,2016,3,2016,2,06,30
2016-06-30,Marketable,Bills,1504987.19,2959.859,1507947.049,1,2016,3,2016,2,06,30
2016-06-30,Marketable,Bonds,1784037.7573,154.044,1784191.8013,3,2016,3,2016,2,06,30
2016-06-30,Marketable,Treasury Inflation-Protected Securities,1186562.26677915,153.9394748,1186716.20625395,4,2016,3,2016,2,06,30
2016-06-30,Marketable,Floating Rate Notes,332287.3459,22.28,332309.6259,5,2016,3,2016,2,06,30
2016-06-30,Marketable,Notes,8600640.7329,5966.607,8606607.3399,2,2016,3,2016,2,06,30
2016-06-30,Marketable,Federal Financing Bank,0,13023.902,13023.902,6,2016,3,2016,2,06,30
2016-06-30,Total Marketable,_,13408515.2928791,22280.6314748,13430795.9243539,7,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Government Account Series,221407.26263141,5426567.79577699,5647975.0574084,12,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,State and Local Government Series,101784.05483491,0,101784.05483491,10,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,Other,1723.10768711,0,1723.10768711,13,2016,3,2016,2,06,30
2016-06-30,Nonmarketable,United States Savings Securities,169053.47419104,0,169053.47419104,11,2016,3,2016,2,06,30
2016-06-30,Total Nonmarketable,_,524227.42134447,5426567.79577699,5950795.21612146,14,2016,3,2016,2,06,30
2016-05-31,Total Public Debt Outstanding,_,13886302.6438893,5379148.93296407,19265451.5768533,15,2016,3,2016,2,05,31
2016-05-31,Marketable,Bills,1520212.9109,3744,1523956.9109,1,2016,3,2016,2,05,31
2016-05-31,Marketable,Notes,8582308.2022,5372.227,8587680.4292,2,2016,3,2016,2,05,31
2016-05-31,Marketable,Floating Rate Notes,319309.6094,0,319309.6094,5,2016,3,2016,2,05,31
2016-05-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,3,2016,2,05,31
2016-05-31,Marketable,Bonds,1772075.04865,121.717,1772196.76565,3,2016,3,2016,2,05,31
2016-05-31,Marketable,Treasury Inflation-Protected Securities,1175223.40957942,165.2129563,1175388.62253572,4,2016,3,2016,2,05,31
2016-05-31,Total Marketable,_,13369129.1807294,24403.1469563,13393532.3276857,7,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,State and Local Government Series,95501.99146166,0,95501.99146166,10,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Other,1721.33531393,0,1721.33531393,13,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,United States Savings Securities,169501.44507903,0,169501.44507903,11,2016,3,2016,2,05,31
2016-05-31,Nonmarketable,Government Account Series,220189.16930522,5354745.78600777,5574934.95531299,12,2016,3,2016,2,05,31
2016-05-31,Total Nonmarketable,_,517173.46315984,5354745.78600777,5871919.24916761,14,2016,3,2016,2,05,31
2016-04-30,Marketable,Bills,1522780.3509,4175.559,1526955.9099,1,2016,3,2016,2,04,30
2016-04-30,Marketable,Notes,8550339.29169999,5143.969,8555483.26069999,2,2016,3,2016,2,04,30
2016-04-30,Marketable,Bonds,1772499.90925,118.049,1772617.95825,3,2016,3,2016,2,04,30
2016-04-30,Marketable,Treasury Inflation-Protected Securities,1156634.56170613,165.5333076,1156800.09501373,4,2016,3,2016,2,04,30
2016-04-30,Marketable,Floating Rate Notes,328313.6217,0,328313.6217,5,2016,3,2016,2,04,30
2016-04-30,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,3,2016,2,04,30
2016-04-30,Total Marketable,_,13330567.7352561,24603.1003076,13355170.8355637,7,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,State and Local Government Series,90015.89753155,0,90015.89753155,10,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,United States Savings Securities,169955.87681059,0,169955.87681059,11,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Government Account Series,218709.347298549,5321589.65037674,5540298.99767529,12,2016,3,2016,2,04,30
2016-04-30,Nonmarketable,Other,1686.37140208,0,1686.37140208,13,2016,3,2016,2,04,30
2016-04-30,Total Nonmarketable,_,510627.01504277,5321589.65037674,5832216.66541951,14,2016,3,2016,2,04,30
2016-04-30,Total Public Debt Outstanding,_,13841194.7502989,5346192.75068434,19187386.5009832,15,2016,3,2016,2,04,30
2016-03-31,Total Nonmarketable,_,503261.95979495,5315536.29902915,5818798.2588241,15,2016,2,2016,1,03,31
2016-03-31,Total Public Debt Outstanding,_,13924877.6533246,5340060.98068625,19264938.6340109,16,2016,2,2016,1,03,31
2016-03-31,Marketable,Bills,1614378.0693,3581.523,1617959.5923,1,2016,2,2016,1,03,31
2016-03-31,Marketable,Notes,8537558.9406,5640.741,8543199.6816,2,2016,2,2016,1,03,31
2016-03-31,Marketable,Bonds,1760426.90755,112.695,1760539.60255,3,2016,2,2016,1,03,31
2016-03-31,Marketable,Treasury Inflation-Protected Securities,1180938.15437968,189.7326571,1181127.88703678,4,2016,2,2016,1,03,31
2016-03-31,Marketable,Floating Rate Notes,328313.6217,0,328313.6217,5,2016,2,2016,1,03,31
2016-03-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,2,2016,1,03,31
2016-03-31,Total Marketable,_,13421615.6935297,24524.6816571,13446140.3751868,7,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,State and Local Government Series,82799.09215007,0,82799.09215007,10,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,United States Savings Securities,170370.1401562,0,170370.1401562,11,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Government Account Series,218156.51492405,5315497.01352856,5533653.52845261,12,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,2,2016,1,03,31
2016-03-31,Nonmarketable,Other,1676.69056463,0,1676.69056463,14,2016,2,2016,1,03,31
2016-02-29,Total Nonmarketable,_,497001.86259031,5315721.54968713,5812724.41449134,15,2016,2,2016,1,02,29
2016-02-29,Total Public Debt Outstanding,_,13785189.2275711,5340266.00707563,19125455.2368606,16,2016,2,2016,1,02,29
2016-02-29,Marketable,Floating Rate Notes,315313.5573,0,315313.5573,5,2016,2,2016,1,02,29
2016-02-29,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,2,2016,1,02,29
2016-02-29,Total Marketable,_,13288187.3649807,24543.4573885,13312730.8223693,7,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Government Account Series,218635.17111274,5315683.26418654,5534318.43751318,12,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,State and Local Government Series,75617.503581,0,75617.503581,10,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,United States Savings Securities,170824.48271934,0,170824.48271934,11,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,2,2016,1,02,29
2016-02-29,Nonmarketable,Other,1665.18317723,0,1665.18317723,14,2016,2,2016,1,02,29
2016-02-29,Marketable,Bills,1548363.3948,3583.723,1551947.1178,1,2016,2,2016,1,02,29
2016-02-29,Marketable,Notes,8510277.252,5661.857,8515939.109,2,2016,2,2016,1,02,29
2016-02-29,Marketable,Bonds,1748434.89255,106.636,1748541.52855,3,2016,2,2016,1,02,29
2016-02-29,Marketable,Treasury Inflation-Protected Securities,1165798.26833075,191.2513885,1165989.51971925,4,2016,2,2016,1,02,29
2016-01-31,Total Nonmarketable,_,492599.53287504,5331269.0154237,5823868.61363968,15,2016,2,2016,1,01,31
2016-01-31,Total Public Debt Outstanding,_,13657155.193714,5355672.5002814,19012827.7593363,16,2016,2,2016,1,01,31
2016-01-31,Marketable,Bills,1475291.2955,2642.423,1477933.7185,1,2016,2,2016,1,01,31
2016-01-31,Marketable,Notes,8463345.7186,6483.623,8469829.3416,2,2016,2,2016,1,01,31
2016-01-31,Marketable,Bonds,1737697.50885,99.445,1737796.95385,3,2016,2,2016,1,01,31
2016-01-31,Marketable,Treasury Inflation-Protected Securities,1160179.87548893,178.0038577,1160357.87934663,4,2016,2,2016,1,01,31
2016-01-31,Marketable,Floating Rate Notes,328041.2624,0,328041.2624,5,2016,2,2016,1,01,31
2016-01-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,2,2016,1,01,31
2016-01-31,Total Marketable,_,13164555.6608389,24403.4848577,13188959.1456966,7,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,State and Local Government Series,73299.53546477,0,73299.53546477,10,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,United States Savings Securities,171159.68352077,0,171159.68352077,11,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Government Account Series,216186.55547614,5331229.72992311,5547416.35074019,12,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,2,2016,1,01,31
2016-01-31,Nonmarketable,Other,1694.23641336,0,1694.23641336,14,2016,2,2016,1,01,31
2015-12-31,Marketable,Bills,1511029.5976,2927.623,1513957.2206,1,2016,1,2015,4,12,31
2015-12-31,Marketable,Floating Rate Notes,328034.7474,6.515,328041.2624,5,2016,1,2015,4,12,31
2015-12-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,1,2015,4,12,31
2015-12-31,Marketable,Treasury Inflation-Protected Securities,1167828.38314407,95.3763494,1167923.75949347,4,2016,1,2015,4,12,31
2015-12-31,Marketable,Notes,8450685.8267,6145.164,8456830.9907,2,2016,1,2015,4,12,31
2015-12-31,Marketable,Bonds,1724692.14925,110.019,1724802.16825,3,2016,1,2015,4,12,31
2015-12-31,Total Marketable,_,13182270.7040941,24284.6873494,13206555.3914435,7,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,State and Local Government Series,75153.63515631,0,75153.63515631,10,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,United States Savings Securities,171630.12123933,0,171630.12123933,11,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Government Account Series,211479.40248636,5225332.76440892,5436812.16656973,12,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Other,1728.87640082,0,1728.87640082,14,2016,1,2015,4,12,31
2015-12-31,Total Public Debt Outstanding,_,13672522.2613769,5249656.73725891,18922178.9983102,16,2016,1,2015,4,12,31
2015-12-31,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,1,2015,4,12,31
2015-12-31,Total Nonmarketable,_,490251.55728282,5225372.04990951,5715623.60686678,15,2016,1,2015,4,12,31
2015-11-30,Marketable,Bills,1503010.017,2964.821,1505974.838,1,2016,1,2015,4,11,30
2015-11-30,Marketable,Floating Rate Notes,315039.33,6.515,315045.845,5,2016,1,2015,4,11,30
2015-11-30,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,1,2015,4,11,30
2015-11-30,Marketable,Treasury Inflation-Protected Securities,1152134.96614317,100.0918211,1152235.05796427,4,2016,1,2015,4,11,30
2015-11-30,Marketable,Notes,8416433.0838,6151.632,8422584.7158,2,2016,1,2015,4,11,30
2015-11-30,Marketable,Bonds,1711698.18545,104.316,1711802.50145,3,2016,1,2015,4,11,30
2015-11-30,Total Marketable,_,13098315.5823932,24327.3658211,13122642.9482143,7,2016,1,2015,4,11,30
2015-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,1,2015,4,11,30
